,url,expanded_url,display_url,indices
802,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[88, 111]"
803,https://t.co/NYlhqBOLli,https://sptnkne.ws/Cm6Q,sptnkne.ws/Cm6Q,"[94, 117]"
804,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[109, 132]"
805,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[100, 123]"
806,https://t.co/l4XPtUayxk,https://sptnkne.ws/Cm7m,sptnkne.ws/Cm7m,"[111, 134]"
807,https://t.co/U16RT16Shv,http://sptnkne.ws/Cmqb,sptnkne.ws/Cmqb,"[80, 103]"
808,https://t.co/v8HEsnBOvG,https://sptnkne.ws/Cm6j,sptnkne.ws/Cm6j,"[118, 141]"
809,https://t.co/AJCm0OfBwY,https://sptnkne.ws/Cm6h,sptnkne.ws/Cm6h,"[100, 123]"
810,https://t.co/RRs2JWAyu5,http://sptnkne.ws/CmrC,sptnkne.ws/CmrC,"[67, 90]"
811,https://t.co/KbqLIWH3UM,http://sptnkne.ws/Cmu5,sptnkne.ws/Cmu5,"[57, 80]"
812,https://t.co/zDrDTEdBKL,http://sptnkne.ws/Cmve,sptnkne.ws/Cmve,"[100, 123]"
813,https://t.co/JzqsIT9XQr,https://sptnkne.ws/Cm6p,sptnkne.ws/Cm6p,"[86, 109]"
814,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[113, 136]"
815,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[108, 131]"
816,https://t.co/c18b4Z75pZ,https://sptnkne.ws/Cm5F,sptnkne.ws/Cm5F,"[101, 124]"
817,https://t.co/Lexli3cDpy,https://sptnkne.ws/Cm6g,sptnkne.ws/Cm6g,"[109, 132]"
818,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[90, 113]"
819,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[80, 103]"
820,https://t.co/O1IeG6uW5W,https://sptnkne.ws/Cm5b,sptnkne.ws/Cm5b,"[78, 101]"
821,https://t.co/lvmQcMG9Ro,https://sptnkne.ws/Cm4V,sptnkne.ws/Cm4V,"[91, 114]"
822,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[69, 92]"
823,https://t.co/ERogdVNEC7,http://sptnkne.ws/Cmsn,sptnkne.ws/Cmsn,"[112, 135]"
824,https://t.co/DtwmuTNRrp,https://sptnkne.ws/Cm4U,sptnkne.ws/Cm4U,"[112, 135]"
825,https://t.co/EZ4poMBgsT,https://sptnkne.ws/Cm42,sptnkne.ws/Cm42,"[46, 69]"
826,https://t.co/Mlwym7C7Uf,http://sptnkne.ws/Cmuf,sptnkne.ws/Cmuf,"[98, 121]"
